"","Attrition","BusinessTravel","DailyRate","Department","EducationField","Gender","HourlyRate","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Age_Group","Env_Group","Years_Group","Edu_Group","WorkLife_Group","JobInvolvement_Group"
"906","Yes","Travel_Frequently","429","Research & Development","Medical","Male","99","1","Research Scientist","2","Divorced","2342","11092","Yes","12","3","3","6","3","2","3","Medium","High","Low","Low","Low","High"
"907","No","Travel_Rarely","1308","Research & Development","Medical","Male","44","5","Research Director","3","Single","19626","17544","No","14","3","1","21","7","4","9","Medium","High","High","High","High","Low"
"908","No","Travel_Frequently","574","Research & Development","Medical","Male","40","1","Laboratory Technician","4","Married","3812","7003","No","13","3","2","11","8","3","10","Young","High","High","Low","High","High"
"909","No","Travel_Rarely","796","Research & Development","Medical","Female","51","3","Manufacturing Director","4","Single","8858","15669","No","11","3","2","15","8","7","8","Medium","High","High","High","Low","Low"
"910","No","Travel_Rarely","555","Research & Development","Medical","Female","78","2","Laboratory Technician","3","Married","3448","13436","No","22","4","2","20","0","0","0","Medium","Low","Low","High","High","Low"
"911","No","Travel_Rarely","1084","Research & Development","Medical","Female","57","2","Manufacturing Director","1","Divorced","4450","26250","No","11","3","3","5","2","1","3","Old","High","Low","Low","High","High"
"912","No","Travel_Rarely","506","Research & Development","Medical","Male","91","1","Laboratory Technician","1","Divorced","3907","3622","No","13","3","2","6","2","1","2","Young","Low","Low","Low","High","High"
"913","No","Travel_Rarely","989","Research & Development","Medical","Female","46","5","Manager","3","Married","19033","6499","No","14","3","2","21","8","9","9","Medium","High","High","Low","High","High"
"914","No","Travel_Rarely","1086","Research & Development","Medical","Female","62","1","Laboratory Technician","4","Divorced","2532","6054","No","14","3","3","8","3","0","3","Young","Low","Low","Low","High","Low"
"915","No","Travel_Rarely","969","Research & Development","Technical Degree","Male","76","1","Laboratory Technician","2","Single","2559","16620","No","11","3","3","7","0","0","0","Old","High","Low","Low","Low","High"
"916","No","Travel_Rarely","376","Research & Development","Medical","Female","95","2","Manufacturing Director","1","Divorced","5485","22670","Yes","11","3","2","9","3","1","4","Old","High","Low","High","High","High"
"917","No","Travel_Rarely","616","Research & Development","Medical","Female","41","2","Healthcare Representative","4","Married","5855","17369","Yes","11","3","3","10","7","8","5","Young","High","Low","High","Low","High"
"918","No","Travel_Rarely","330","Research & Development","Life Sciences","Female","65","3","Healthcare Representative","3","Married","8823","24608","No","18","3","1","20","9","1","9","Medium","High","High","Low","Low","Low"
"919","No","Travel_Rarely","1220","Research & Development","Life Sciences","Female","85","1","Research Scientist","2","Single","2478","20938","Yes","12","3","2","4","3","1","2","Young","High","Low","High","Low","High"
"920","No","Travel_Rarely","685","Research & Development","Life Sciences","Female","62","2","Manufacturing Director","3","Married","4898","7505","No","12","3","4","5","2","1","2","Young","Low","Low","High","High","High"
"921","No","Travel_Rarely","1142","Research & Development","Medical","Female","30","1","Laboratory Technician","1","Married","4014","16002","Yes","15","3","3","4","2","2","2","Medium","High","Low","High","High","High"
"922","Yes","Travel_Frequently","1287","Research & Development","Life Sciences","Female","55","1","Laboratory Technician","3","Married","2886","14168","Yes","16","3","4","6","3","1","2","Young","Low","Low","High","High","High"
"923","No","Travel_Rarely","928","Sales","Life Sciences","Male","56","2","Sales Executive","4","Married","6201","2823","Yes","14","3","4","18","14","4","11","Medium","Low","High","Low","Low","High"
"924","No","Travel_Rarely","655","Research & Development","Life Sciences","Male","48","2","Laboratory Technician","4","Divorced","5915","9528","No","22","4","4","10","7","1","7","Young","High","Low","High","Low","High"
"925","No","Travel_Rarely","216","Sales","Marketing","Male","75","2","Sales Executive","4","Divorced","9725","12278","No","11","3","4","16","1","0","9","Medium","Low","High","High","Low","High"
"926","Yes","Travel_Rarely","528","Sales","Marketing","Male","50","1","Sales Representative","3","Single","1675","26820","Yes","19","3","4","0","0","0","0","Young","High","Low","Low","Low","High"
"927","No","Travel_Rarely","994","Research & Development","Life Sciences","Male","87","3","Healthcare Representative","2","Single","10445","15322","No","19","3","4","18","6","4","0","Old","Low","Low","High","High","High"
"928","Yes","Travel_Frequently","959","Sales","Other","Male","81","2","Sales Executive","3","Single","4728","17251","Yes","14","3","4","5","0","0","0","Old","High","Low","High","High","High"
"929","No","Travel_Frequently","135","Research & Development","Medical","Female","46","2","Laboratory Technician","2","Divorced","4444","22534","No","13","3","3","15","8","5","10","Medium","High","High","High","High","High"
"930","No","Travel_Rarely","898","Human Resources","Medical","Male","38","4","Manager","4","Single","16437","17381","Yes","21","4","4","21","7","7","7","Medium","High","High","Low","High","High"
"931","No","Travel_Rarely","611","Sales","Medical","Male","88","5","Manager","2","Single","19833","4349","No","14","3","2","21","8","12","8","Medium","Low","High","High","Low","High"
"932","No","Travel_Frequently","1391","Research & Development","Medical","Male","66","1","Research Scientist","3","Married","2684","12127","No","17","3","2","3","1","0","2","Medium","High","Low","Low","Low","High"
"933","No","Travel_Rarely","147","Research & Development","Technical Degree","Male","37","2","Laboratory Technician","4","Married","5415","15972","Yes","19","3","4","12","7","0","8","Old","Low","High","Low","High","High"
"934","No","Travel_Rarely","1037","Research & Development","Medical","Male","42","1","Research Scientist","4","Single","2436","13422","Yes","12","3","3","6","3","1","2","Medium","Low","Low","High","High","High"
"935","No","Non-Travel","1200","Research & Development","Technical Degree","Male","62","2","Research Scientist","1","Married","4087","25174","No","14","3","2","9","5","1","2","Young","High","Low","High","Low","High"
"936","No","Travel_Rarely","1383","Research & Development","Life Sciences","Male","90","3","Healthcare Representative","1","Married","8321","25949","Yes","13","3","4","15","8","5","7","Medium","High","High","High","High","High"
"937","No","Travel_Rarely","996","Research & Development","Medical","Male","100","1","Research Scientist","3","Single","3230","10531","No","17","3","1","3","2","1","0","Young","High","Low","Low","High","Low"
"938","No","Travel_Rarely","478","Research & Development","Medical","Male","60","5","Research Director","1","Married","19038","19805","No","12","3","2","34","0","0","0","Old","High","Low","High","High","Low"
"939","No","Travel_Rarely","1141","Sales","Medical","Female","31","1","Sales Representative","3","Single","2783","13251","No","19","3","1","2","2","2","2","Young","High","Low","High","High","High"
"940","No","Travel_Rarely","1358","Research & Development","Life Sciences","Male","67","1","Laboratory Technician","3","Divorced","2693","13335","No","22","4","2","1","0","0","0","Young","High","Low","Low","High","High"
"941","No","Travel_Rarely","810","Research & Development","Life Sciences","Female","44","4","Research Director","4","Single","15992","15901","No","14","3","2","16","0","0","0","Medium","Low","Low","High","High","High"
"942","No","Travel_Rarely","1261","Research & Development","Other","Male","31","3","Healthcare Representative","3","Single","10965","12066","No","24","4","3","26","2","0","0","Old","Low","Low","High","High","Low"
"943","Yes","Travel_Frequently","1475","Research & Development","Life Sciences","Male","97","2","Laboratory Technician","1","Single","4284","22710","No","20","4","1","20","3","1","3","Old","Low","Low","Low","High","Low"
"944","No","Non-Travel","1052","Sales","Medical","Female","57","3","Sales Executive","4","Single","8865","16840","No","12","3","4","23","7","12","8","Medium","High","High","High","High","Low"
"945","No","Travel_Rarely","1452","Research & Development","Life Sciences","Female","53","5","Manager","2","Single","19926","17053","No","15","3","2","21","4","4","4","Old","High","Low","High","High","High"
"946","No","Travel_Frequently","124","Sales","Marketing","Female","38","3","Sales Executive","2","Married","7525","23537","No","12","3","1","30","7","6","12","Old","High","High","High","High","Low"
"947","Yes","Travel_Rarely","622","Research & Development","Other","Male","39","1","Laboratory Technician","2","Divorced","3743","10074","Yes","24","4","4","5","2","0","2","Medium","High","Low","High","Low","Low"
"948","No","Travel_Rarely","933","Research & Development","Life Sciences","Male","94","1","Laboratory Technician","1","Married","2238","6961","No","21","4","4","7","0","1","4","Medium","High","Low","High","High","High"
"949","No","Travel_Rarely","638","Research & Development","Medical","Female","91","2","Research Scientist","3","Married","5175","22162","No","12","3","3","9","3","1","3","Young","High","Low","Low","Low","High"
"950","No","Travel_Rarely","218","Sales","Technical Degree","Male","100","2","Sales Executive","4","Married","6929","12241","No","11","3","2","10","7","7","7","Young","Low","Low","High","Low","High"
"951","No","Travel_Rarely","1495","Research & Development","Medical","Female","87","1","Laboratory Technician","3","Married","3306","26176","No","19","3","4","7","0","0","0","Medium","High","Low","Low","Low","High"
"952","No","Non-Travel","1002","Research & Development","Life Sciences","Male","92","2","Manufacturing Director","4","Divorced","6804","23793","Yes","15","3","1","7","7","1","7","Old","High","Low","High","High","High"
"953","Yes","Non-Travel","1366","Research & Development","Technical Degree","Male","72","3","Healthcare Representative","1","Single","8722","12355","No","12","3","1","10","7","1","9","Young","Low","High","Low","Low","Low"
"954","No","Travel_Rarely","589","Research & Development","Life Sciences","Male","94","4","Research Director","1","Married","17159","5200","No","24","4","3","22","1","1","0","Medium","Low","Low","Low","High","High"
"955","No","Travel_Rarely","464","Research & Development","Medical","Female","74","1","Laboratory Technician","1","Divorced","2587","24941","Yes","16","3","2","17","2","2","2","Old","High","Low","High","Low","High"
"956","No","Travel_Rarely","691","Sales","Marketing","Male","48","2","Sales Executive","2","Married","6825","21173","No","11","3","4","10","7","4","2","Medium","High","Low","High","High","High"
"957","No","Travel_Rarely","715","Research & Development","Life Sciences","Female","69","4","Manufacturing Director","4","Single","13726","21829","Yes","13","3","1","30","3","4","3","Old","High","Low","High","High","Low"
"958","Yes","Travel_Frequently","1256","Research & Development","Life Sciences","Male","48","1","Research Scientist","4","Married","2853","4223","Yes","11","3","2","1","0","0","0","Young","High","Low","High","High","Low"
"959","No","Travel_Rarely","722","Research & Development","Life Sciences","Female","84","1","Laboratory Technician","1","Married","3211","22102","No","14","3","4","10","6","1","4","Old","High","Low","High","Low","High"
"960","No","Travel_Rarely","1179","Sales","Medical","Male","73","2","Sales Executive","4","Married","7847","6069","Yes","17","3","1","10","9","8","8","Medium","High","High","High","High","High"
"961","No","Travel_Rarely","1147","Human Resources","Human Resources","Female","31","4","Manager","1","Married","16799","16616","No","14","3","3","21","7","0","9","Medium","High","High","High","High","High"
"962","No","Travel_Rarely","1142","Research & Development","Life Sciences","Male","81","1","Laboratory Technician","3","Single","3968","13624","No","13","3","4","8","0","0","0","Medium","High","Low","High","High","High"
"963","No","Travel_Rarely","469","Research & Development","Medical","Male","35","4","Manager","1","Married","17665","14399","No","17","3","4","23","6","13","7","Medium","High","High","Low","High","High"
"964","No","Travel_Rarely","543","Research & Development","Life Sciences","Male","83","1","Laboratory Technician","4","Married","2406","4060","No","19","3","3","8","0","0","0","Medium","Low","Low","High","Low","High"
"965","No","Travel_Rarely","228","Sales","Medical","Male","98","2","Sales Executive","4","Married","6502","22825","No","14","3","2","7","4","0","1","Medium","High","Low","High","High","High"
"966","No","Travel_Rarely","676","Research & Development","Other","Female","35","2","Manufacturing Director","2","Married","5228","23361","No","15","3","1","10","7","0","5","Medium","High","Low","High","High","High"
"967","No","Travel_Rarely","1082","Sales","Technical Degree","Female","83","2","Sales Executive","3","Single","6577","19558","No","11","3","2","6","4","4","4","Young","Low","Low","High","High","High"
"968","No","Travel_Rarely","1117","Sales","Life Sciences","Female","83","4","Manager","2","Single","16835","9873","No","23","4","4","37","9","7","7","Old","Low","High","High","High","High"
"969","Yes","Travel_Frequently","203","Research & Development","Life Sciences","Male","84","4","Healthcare Representative","4","Divorced","12169","13547","No","11","3","4","Not Known","7","11","5","Medium","Low","High","High","High","High"
"970","No","Travel_Rarely","735","Research & Development","Life Sciences","Male","66","1","Research Scientist","3","Married","3506","6020","Yes","14","3","4","4","2","2","2","Medium","High","Low","Low","High","High"
"971","No","Non-Travel","953","Research & Development","Technical Degree","Male","65","1","Research Scientist","2","Single","2718","17674","No","14","3","2","12","7","0","7","Young","Low","Low","High","High","High"
"972","No","Travel_Rarely","440","Research & Development","Medical","Male","42","1","Research Scientist","4","Married","2713","6672","No","11","3","3","5","2","0","2","Young","High","Low","High","Low","High"
"973","Yes","Travel_Frequently","933","Research & Development","Medical","Male","57","1","Research Scientist","3","Divorced","2759","20366","Yes","12","3","4","7","2","2","2","Medium","High","Low","High","High","High"
"974","No","Travel_Rarely","722","Sales","Marketing","Female","60","4","Sales Executive","4","Married","12031","8828","No","11","3","1","21","9","9","6","Medium","Low","High","Low","Low","Low"
"975","Yes","Travel_Rarely","1254","Sales","Life Sciences","Female","64","3","Sales Executive","2","Married","7314","14011","No","21","4","3","14","7","0","7","Medium","High","Low","High","High","High"
"976","No","Travel_Frequently","1422","Sales","Life Sciences","Male","92","2","Sales Executive","4","Married","5675","19246","No","20","4","3","7","7","7","7","Medium","Low","Low","High","High","High"
"977","No","Travel_Rarely","922","Research & Development","Medical","Female","95","4","Research Director","3","Divorced","16184","22578","No","19","3","3","10","1","0","5","Medium","Low","Low","High","High","High"
"978","Yes","Travel_Rarely","156","Sales","Life Sciences","Female","90","1","Sales Representative","2","Single","2716","25422","No","15","3","4","1","0","0","0","Young","High","Low","High","High","High"
"979","Yes","Non-Travel","247","Research & Development","Medical","Male","80","1","Laboratory Technician","3","Single","1904","13556","No","12","3","4","0","0","0","0","Young","High","Low","Low","High","High"
"980","No","Travel_Rarely","930","Sales","Life Sciences","Male","57","2","Sales Executive","2","Divorced","8938","12227","No","11","3","3","14","4","0","4","Medium","High","Low","High","High","Low"
"981","No","Non-Travel","1431","Research & Development","Medical","Female","33","1","Research Scientist","3","Single","1514","8018","No","16","3","3","0","0","0","0","Young","Low","Low","High","Low","High"
"982","Yes","Travel_Frequently","238","Research & Development","Life Sciences","Female","47","1","Research Scientist","3","Single","2432","15318","Yes","14","3","1","8","1","0","3","Young","Low","Low","Low","High","High"
"983","No","Travel_Rarely","894","Research & Development","Medical","Female","99","1","Research Scientist","2","Single","2279","11781","No","16","3","4","7","7","0","3","Young","High","Low","High","Low","High"
"984","No","Travel_Rarely","172","Research & Development","Life Sciences","Male","37","2","Laboratory Technician","4","Single","5810","22604","No","16","3","3","10","4","1","8","Medium","Low","High","High","Low","Low"
"985","No","Non-Travel","179","Human Resources","Medical","Male","79","2","Human Resources","1","Married","6272","12858","No","16","3","1","10","3","0","3","Medium","High","Low","High","High","High"
"986","No","Travel_Frequently","829","Sales","Marketing","Male","84","2","Sales Executive","4","Married","4342","24008","No","19","3","2","5","2","1","1","Young","High","Low","Low","High","High"
"987","No","Travel_Frequently","1184","Sales","Medical","Male","62","2","Sales Executive","2","Married","4327","25440","No","12","3","4","5","0","0","0","Medium","Low","Low","High","High","High"
"988","No","Travel_Rarely","446","Research & Development","Life Sciences","Female","65","2","Manufacturing Director","2","Married","6447","15701","No","12","3","2","8","5","4","3","Medium","Low","Low","High","Low","High"
"989","Yes","Travel_Rarely","330","Research & Development","Medical","Male","98","2","Manufacturing Director","3","Married","6179","21057","Yes","15","3","4","10","2","6","7","Young","High","High","High","Low","High"
"990","No","Travel_Rarely","1332","Research & Development","Other","Male","98","2","Healthcare Representative","4","Single","6781","17078","No","23","4","2","14","0","0","0","Medium","Low","Low","High","High","Low"
"991","No","Travel_Rarely","1219","Sales","Life Sciences","Female","78","4","Manager","4","Married","15427","22021","No","16","3","3","31","8","3","7","Old","Low","High","High","High","Low"
"992","Yes","Non-Travel","265","Sales","Medical","Male","79","2","Sales Executive","1","Single","4969","21813","No","18","3","4","7","2","2","2","Young","Low","Low","Low","High","Low"
"993","Yes","Travel_Frequently","756","Sales","Technical Degree","Female","99","1","Sales Representative","2","Single","2174","9150","Yes","11","3","3","3","2","1","2","Young","Low","Low","Low","High","Low"
"994","No","Non-Travel","301","Sales","Marketing","Male","88","2","Sales Executive","4","Divorced","5406","10436","No","24","4","1","15","12","Not Known","11","Medium","High","High","High","Low","Low"
"995","No","Travel_Rarely","1138","Research & Development","Technical Degree","Female","48","2","Laboratory Technician","4","Married","4627","23631","No","12","3","1","10","2","6","7","Young","Low","Low","High","High","Low"
"996","No","Travel_Rarely","804","Research & Development","Life Sciences","Male","64","1","Laboratory Technician","4","Married","2380","20165","No","18","3","2","8","0","0","0","Old","Low","Low","High","High","High"
"997","No","Travel_Rarely","1181","Research & Development","Life Sciences","Male","82","1","Research Scientist","4","Married","2044","5531","No","11","3","3","5","3","0","3","Young","High","Low","High","High","High"
"998","No","Travel_Rarely","329","Sales","Marketing","Female","98","2","Sales Executive","1","Married","5647","13494","No","13","3","1","11","2","0","2","Medium","High","Low","High","Low","Low"
"999","No","Non-Travel","218","Research & Development","Medical","Male","55","3","Research Director","2","Divorced","13757","25178","No","11","3","3","16","8","4","8","Medium","High","Low","Low","High","Low"
"1000","No","Travel_Rarely","371","Sales","Life Sciences","Male","80","3","Sales Executive","3","Married","9610","3840","No","13","3","3","10","3","0","2","Young","High","Low","High","Low","Low"
"1001","No","Travel_Frequently","471","Research & Development","Life Sciences","Male","45","2","Healthcare Representative","1","Divorced","6288","4284","No","15","3","3","13","3","1","2","Medium","Low","Low","High","Low","Low"
"1002","No","Travel_Frequently","541","Sales","Marketing","Male","52","3","Sales Executive","2","Married","10596","15395","No","11","3","2","14","2","3","2","Old","Low","Low","High","High","High"
"1003","No","Travel_Rarely","170","Research & Development","Life Sciences","Male","78","2","Healthcare Representative","1","Married","5033","9364","No","15","3","4","10","0","2","2","Medium","Low","Low","High","High","High"
"1004","No","Travel_Rarely","911","Research & Development","Medical","Male","76","1","Laboratory Technician","2","Married","3748","4077","No","13","3","3","12","8","1","7","Young","High","High","Low","Low","High"
"1005","Yes","Travel_Rarely","135","Research & Development","Life Sciences","Female","51","1","Research Scientist","3","Single","2394","25681","Yes","13","3","4","8","2","7","7","Young","High","Low","High","High","High"
"1006","No","Travel_Frequently","1394","Research & Development","Medical","Female","58","2","Research Scientist","2","Divorced","2133","18115","Yes","16","3","3","20","11","0","7","Medium","High","High","High","High","Low"
"1007","Yes","Travel_Rarely","1365","Sales","Medical","Male","46","2","Sales Executive","1","Divorced","4233","11512","No","17","3","3","9","1","1","2","Young","Low","Low","High","Low","High"
"1008","No","Travel_Rarely","193","Research & Development","Other","Male","52","3","Research Director","1","Married","13245","15067","Yes","14","3","2","17","0","0","0","Medium","High","Low","High","High","High"
"1009","No","Travel_Rarely","1276","Research & Development","Life Sciences","Male","72","3","Healthcare Representative","3","Married","7632","14295","Yes","12","3","3","10","7","0","0","Medium","High","Low","High","High","High"
"1010","No","Travel_Rarely","665","Research & Development","Other","Female","41","2","Research Scientist","3","Single","4809","12482","No","14","3","3","16","13","2","10","Medium","Low","High","High","High","High"
"1011","No","Travel_Rarely","691","Research & Development","Medical","Male","64","4","Research Director","3","Married","17639","6881","No","16","3","4","30","3","0","3","Old","High","Low","High","High","High"
"1012","No","Travel_Frequently","1309","Sales","Medical","Male","99","2","Sales Representative","3","Single","2976","25751","No","19","3","1","5","0","0","0","Medium","Low","Low","Low","High","High"
"1013","No","Travel_Rarely","692","Research & Development","Medical","Male","61","5","Research Director","2","Single","18722","13339","","11","3","4","36","15","2","15","Old","High","High","High","High","High"
"1014","No","Travel_Rarely","136","Research & Development","Life Sciences","Male","32","4","Research Director","1","Married","16328","22074","No","13","3","3","24","6","14","17","Medium","High","High","High","High","High"
"1015","No","Travel_Frequently","1125","Research & Development","Life Sciences","Male","48","2","Research Scientist","1","Married","5003","5771","No","21","4","2","10","8","8","7","Young","High","High","High","High","Low"
"1016","No","Non-Travel","1040","Research & Development","Life Sciences","Male","100","2","Healthcare Representative","4","Divorced","5163","15850","No","14","3","4","17","0","0","0","Medium","High","Low","Low","High","Low"
"1017","No","Travel_Rarely","959","Sales","Life Sciences","Male","41","2","Sales Executive","3","Married","8639","24835","No","18","3","4","6","2","2","2","Young","Low","Low","High","High","Low"
"1018","Yes","Travel_Rarely","286","Research & Development","Life Sciences","Male","31","5","Research Director","2","Single","19246","25761","Yes","12","3","4","40","15","13","8","Old","High","High","High","High","High"
"1019","No","Travel_Rarely","161","Research & Development","Life Sciences","Female","42","3","Research Director","4","Married","13744","15471","Yes","25","4","1","16","11","6","8","Medium","High","High","High","High","High"
"1020","No","Travel_Frequently","1082","Research & Development","Life Sciences","Female","83","3","Manufacturing Director","1","Married","10820","11535","No","11","3","3","18","7","0","1","Medium","High","Low","High","High","High"
"1021","No","Travel_Rarely","343","Research & Development","Life Sciences","Male","92","3","Research Director","4","Divorced","11510","15682","Yes","14","3","2","12","10","2","9","Medium","High","High","Low","High","Low"
"1022","No","Travel_Rarely","775","Sales","Medical","Male","45","2","Sales Executive","3","Divorced","4306","4267","No","12","3","1","8","0","0","0","Young","Low","Low","Low","High","High"
"1023","Yes","Travel_Rarely","669","Sales","Medical","Male","64","3","Sales Executive","4","Single","9619","13596","No","16","3","4","9","8","4","7","Medium","High","Low","Low","High","Low"
"1024","No","Travel_Rarely","241","Research & Development","Medical","Male","48","1","Research Scientist","2","Married","2141","5348","No","12","3","2","6","4","1","1","Young","Low","Low","High","Low","Low"
"1025","No","Travel_Rarely","640","Research & Development","Technical Degree","Male","84","1","Research Scientist","1","Single","2080","4732","No","11","3","2","5","2","1","2","Young","High","Low","High","Low","High"
"1026","No","Travel_Rarely","392","Sales","Medical","Male","93","2","Sales Executive","4","Divorced","5505","3921","No","14","3","3","6","2","0","4","Medium","High","Low","High","High","High"
"1027","No","Travel_Frequently","672","Research & Development","Medical","Male","54","5","Manager","4","Married","19272","21141","No","15","3","1","21","9","13","3","Medium","High","High","Low","High","Low"
"1028","No","Travel_Frequently","422","Research & Development","Life Sciences","Female","33","2","Healthcare Representative","4","Married","5562","21782","No","13","3","2","12","2","2","2","Medium","High","Low","High","Low","High"
"1029","No","Travel_Rarely","665","Research & Development","Life Sciences","Male","60","1","Research Scientist","4","Single","2340","22673","No","19","3","1","6","5","1","5","Young","High","Low","High","High","High"
"1030","Yes","Travel_Frequently","562","Sales","Technical Degree","Male","50","2","Sales Executive","3","Married","6796","23452","Yes","14","3","1","18","3","1","3","Old","Low","Low","Low","High","High"
"1031","No","Travel_Rarely","509","Research & Development","Technical Degree","Female","43","1","Research Scientist","3","Married","3376","18863","No","13","3","3","10","6","0","8","Medium","Low","High","Low","High","High"
"1032","Yes","Travel_Rarely","350","Human Resources","Human Resources","Male","56","1","Human Resources","1","Divorced","2335","3157","Yes","15","3","4","4","2","2","0","Young","Low","Low","High","High","Low"
"1033","No","Travel_Rarely","1099","Sales","Marketing","Male","88","5","Manager","2","Married","18213","8751","No","11","3","3","26","9","3","10","Medium","Low","High","High","High","High"
"1034","No","Travel_Rarely","267","Research & Development","Life Sciences","Female","49","1","Laboratory Technician","2","Single","2837","15919","No","13","3","3","6","2","4","1","Young","High","Low","High","High","Low"
"1035","No","Travel_Rarely","316","Sales","Marketing","Male","54","1","Sales Representative","2","Married","3875","9983","No","15","3","4","4","2","2","2","Old","High","Low","High","High","High"
"1036","No","Travel_Rarely","671","Research & Development","Life Sciences","Male","85","2","Manufacturing Director","3","Married","5768","26493","No","17","3","1","9","3","0","2","Medium","High","Low","High","Low","High"
"1037","No","Travel_Rarely","938","Research & Development","Medical","Male","79","1","Laboratory Technician","3","Single","2519","12287","No","21","4","3","16","8","3","9","Medium","High","High","High","High","High"
"1038","No","Travel_Rarely","920","Research & Development","Life Sciences","Male","96","5","Research Director","4","Married","19740","18625","No","14","3","2","25","7","0","7","Medium","High","Low","High","High","Low"
"1039","No","Travel_Rarely","1130","Research & Development","Life Sciences","Female","66","2","Research Scientist","2","Divorced","5433","19332","No","12","3","3","11","8","7","9","Medium","High","High","High","High","High"
"1040","Yes","Travel_Rarely","1162","Sales","Medical","Female","41","2","Sales Executive","3","Married","5238","17778","Yes","18","3","1","12","0","0","0","Medium","High","Low","Low","Low","High"
"1041","No","Travel_Frequently","570","Research & Development","Life Sciences","Male","66","5","Manager","4","Divorced","18430","16225","No","13","3","2","24","7","14","9","Medium","Low","High","High","Low","High"
"1042","No","Travel_Rarely","1384","Research & Development","Medical","Male","82","1","Laboratory Technician","4","Married","4420","13421","No","22","4","2","8","7","0","7","Young","Low","Low","High","High","High"
"1043","No","Travel_Rarely","990","Research & Development","Technical Degree","Male","87","1","Laboratory Technician","2","Divorced","4876","5855","No","12","3","3","8","4","0","2","Medium","High","Low","High","High","High"
"1044","No","Non-Travel","675","Research & Development","Life Sciences","Male","85","2","Healthcare Representative","1","Divorced","4000","18384","No","12","3","4","6","3","1","5","Young","Low","Low","Low","High","High"
"1045","No","Travel_Rarely","1107","Research & Development","Life Sciences","Female","95","1","Laboratory Technician","1","Divorced","3034","26914","No","12","3","3","18","7","12","17","Medium","High","High","High","Low","High"
"1046","No","Travel_Rarely","1157","Sales","Life Sciences","Male","70","1","Sales Representative","4","Single","2644","17001","Yes","21","4","4","7","2","1","2","Medium","High","Low","High","Low","High"
"1047","No","Travel_Rarely","431","Research & Development","Medical","Female","68","2","Research Scientist","4","Married","6854","15696","No","15","3","2","14","1","1","7","Old","High","Low","High","Low","High"
"1048","Yes","Travel_Rarely","617","Research & Development","Life Sciences","Female","34","2","Manufacturing Director","3","Married","4171","10022","Yes","19","3","1","4","2","0","2","Young","Low","Low","Low","High","High"
"1049","No","Travel_Frequently","1034","Research & Development","Medical","Female","86","3","Healthcare Representative","3","Married","10527","8984","No","11","3","4","28","2","1","2","Medium","Low","Low","Low","Low","High"
"1050","No","Travel_Rarely","1469","Research & Development","Life Sciences","Male","81","3","Research Director","2","Married","12490","15736","No","16","3","4","16","9","4","7","Old","Low","High","High","Low","Low"
"1051","No","Travel_Frequently","715","Sales","Other","Male","54","2","Sales Executive","1","Single","5332","21602","No","13","3","4","10","2","0","3","Young","High","Low","High","High","High"
"1052","No","Travel_Rarely","771","Research & Development","Life Sciences","Male","45","2","Healthcare Representative","3","Single","4617","14120","No","12","3","2","4","3","1","2","Young","Low","Low","Low","Low","Low"
"1053","No","Travel_Rarely","1003","Sales","Technical Degree","Male","51","2","Sales Executive","3","Married","8346","20943","No","19","3","3","6","2","0","2","Young","Low","Low","High","High","High"
"1054","No","Travel_Rarely","793","Research & Development","Life Sciences","Male","33","1","Research Scientist","4","Married","2862","3811","No","12","3","2","10","0","0","8","Young","Low","High","Low","Low","High"
"1055","No","Non-Travel","495","Research & Development","Life Sciences","Male","37","4","Manager","3","Married","17861","26582","Yes","13","3","4","21","8","2","219","Medium","High","High","Low","Low","High"
"1056","No","Non-Travel","894","Research & Development","Medical","Female","33","2","Manufacturing Director","3","Married","4374","15411","No","15","3","3","4","2","1","2","Medium","High","Low","High","High","Low"
"1057","No","Non-Travel","1109","Research & Development","Medical","Female","69","1","Laboratory Technician","3","Single","4025","11135","No","12","3","2","10","7","7","7","Young","High","Low","High","High","High"
"1058","No","Travel_Rarely","549","Research & Development","Medical","Female","42","2","Manufacturing Director","3","Single","5003","23371","No","14","3","2","8","2","2","1","Medium","High","Low","Low","High","High"
"1059","No","Non-Travel","1476","Research & Development","Life Sciences","Female","55","2","Laboratory Technician","4","Married","6674","16392","No","11","3","1","10","8","7","5","Young","High","Low","High","High","Low"
"1060","No","Travel_Rarely","1099","Research & Development","Medical","Female","82","1","Laboratory Technician","2","Married","3838","8192","No","11","3","4","8","4","0","2","Medium","Low","Low","High","High","Low"
"1061","No","Travel_Rarely","441","Research & Development","Other","Female","39","2","Healthcare Representative","1","Married","9715","7288","No","13","3","3","9","7","0","7","Young","High","Low","Low","High","Low"
"1062","No","Travel_Frequently","906","Sales","Life Sciences","","86","4","Sales Executive","1","Married","13212","18256","No","11","3","4","36","7","7","7","Old","High","Low","High","Low","High"
"1063","No","Travel_Frequently","1312","Research & Development","Life Sciences","Male","96","1","Research Scientist","3","Divorced","2613","22310","No","25","4","3","10","7","0","9","Young","Low","High","High","Low","Low"
"1064","No","Travel_Rarely","253","Research & Development","Medical","Female","43","1","Research Scientist","2","Married","2244","24440","No","13","3","4","2","1","1","2","Young","Low","Low","High","High","High"
